,entry,top year,ranking,artist,track,release year,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity,top genre
315,315,2013,16,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",Can't Hold Us (feat. Ray Dalton),2012-10-09,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,2,1,258343,80.0,pop
316,316,2013,17,Kodaline,All I Want,2013-06-17,0.188,0.411,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376,0,1,305747,79.0,pop
317,317,2013,18,Lil Wayne,Love Me,2013-01-01,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,11,1,255053,78.0,hip hop
318,318,2013,19,Bruno Mars,Treasure,2012-12-07,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,5,0,178560,78.0,pop
319,319,2013,20,Christina Perri,A Thousand Years,2011-10-18,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,10,1,285120,78.0,pop
320,320,2013,21,Lorde,Royals,2013-09-27,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,7,1,190185,78.0,pop
321,321,2013,22,Miley Cyrus,We Can't Stop,2013-10-04,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,1,0,231240,78.0,pop
322,322,2013,23,Eminem,The Monster,2013-11-05,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,1,0,250189,77.0,hip hop
323,323,2013,24,Of Monsters and Men,Little Talks,2012-01-01,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,1,1,266600,77.0,pop
324,324,2013,25,Paramore,Still into You,2013-04-05,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,5,1,216013,77.0,pop
325,325,2013,26,Childish Gambino,3005,2013-12-10,0.664,0.447,-7.272,0.289,0.112,0.0,0.091,0.659,83.138,6,0,234215,77.0,hip hop
326,326,2013,27,Katy Perry,Unconditionally,2013-01-01,0.432,0.725,-4.862,0.0431,0.00273,0.0,0.208,0.353,128.902,7,1,228879,77.0,pop
327,327,2013,28,P!nk,Try,2012-09-18,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,2,1,247907,76.0,pop
328,328,2013,29,will.i.am,Scream & Shout,2013-01-01,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,5,1,283400,76.0,pop
329,329,2013,30,Demi Lovato,Heart Attack,2013-01-01,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,8,1,210840,76.0,pop
330,330,2013,31,Taylor Swift,I Knew You Were Trouble.,2012-10-22,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,3,0,219720,76.0,pop
331,331,2013,32,Pitbull,Feel This Moment (feat. Christina Aguilera),2012,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,7,1,229507,76.0,pop
332,332,2013,33,J. Cole,Power Trip (feat. Miguel),2013-06-18,0.667,0.608,-7.054,0.216,0.324,0.000198,0.426,0.475,99.992,1,1,241160,76.0,hip hop
333,333,2013,34,One Direction,Best Song Ever,2013-11-25,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,1,1,200107,75.0,pop
334,334,2013,35,Lorde,Team,2013-09-27,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961,6,1,193059,75.0,pop
335,335,2013,36,Justin Bieber,Beauty And A Beat,2012-06-15,0.602,0.843,-4.831,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,0,1,227987,75.0,pop
336,336,2013,37,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013,0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,1,1,233787,74.0,hip hop
337,337,2013,38,Passenger,Let Her Go,2012-08-28,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897,7,1,252733,74.0,pop
338,338,2013,39,Zedd,Clarity,2012-01-01,0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,8,1,271427,74.0,pop
339,339,2013,40,The Lumineers,Ho Hey,2012-04-03,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,0,1,163133,73.0,pop
340,340,2013,41,Bastille,Pompeii,2013-01-01,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,9,1,214148,73.0,pop
341,341,2013,42,Rihanna,Stay,2012-01-01,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,9,0,240707,73.0,pop
342,342,2013,43,Imagine Dragons,Demons,2012-09-04,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,3,1,175200,73.0,rock
343,343,2013,44,AWOLNATION,Sail,2011-03-15,0.826,0.436,-9.583,0.0558,0.441,0.615,0.0964,0.272,119.051,1,1,259093,72.0,indie
344,344,2013,45,Kanye West,Black Skinhead,2013-06-18,0.766,0.809,-6.123,0.279,0.0011,0.0,0.168,0.325,130.127,1,1,188013,72.0,hip hop
345,345,2013,46,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2013-01-01,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,9,0,186827,72.0,rock
346,346,2013,47,Selena Gomez,Come & Get It,2013-01-01,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,7,0,231987,72.0,pop
347,347,2013,48,Paramore,Ain't It Fun,2013-04-05,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,9,1,296520,72.0,pop
348,348,2013,49,Calvin Harris,Sweet Nothing (feat. Florence Welch),2012-10-29,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,8,0,212560,71.0,pop
349,349,2013,50,Katy Perry,Roar,2013-10-18,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,7,0,223546,71.0,pop
350,350,2013,51,"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013-02-01,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,1,0,214912,71.0,pop
351,351,2013,52,Drake,"Hold On, We're Going Home",2013-01-01,0.777,0.414,-7.44,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,6,0,227880,70.0,hip hop
352,352,2013,53,Phillip Phillips,Home,2012-01-01,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,0,1,210173,70.0,pop
353,353,2013,54,Ellie Goulding,Burn,2012-10-12,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,0.346,86.921,1,1,231213,69.0,pop
354,354,2013,55,Calvin Harris,I Need Your Love (feat. Ellie Goulding),2012-10-29,0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,8,1,234507,69.0,pop
355,355,2013,56,Bridgit Mendler,Ready or Not,2012-01-01,0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,2,1,200947,69.0,pop
356,356,2013,57,P!nk,True Love (feat. Lily Allen),2012-09-18,0.457,0.823,-4.76,0.311,0.00144,0.0,0.108,0.578,192.205,9,1,230733,69.0,pop
357,357,2013,58,2 Chainz,We Own It (Fast & Furious),2013-01-01,0.563,0.902,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999,1,0,227907,68.0,hip hop
358,358,2013,59,Icona Pop,I Love It (feat. Charli XCX),2013-08-27,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,8,1,157153,68.0,pop
359,359,2013,60,Taylor Swift,22,2012-10-22,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,7,1,232120,68.0,pop
360,360,2013,61,"Avicii, Nicky Romero",I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2012-12-29,0.509,0.79,-3.782,0.0374,0.332,6.67e-05,0.316,0.638,127.946,6,0,208316,68.0,pop
361,361,2013,62,Britney Spears,Work Bitch,2013-11-30,0.629,0.824,-6.53,0.159,0.155,0.000628,0.0651,0.852,128.01,9,1,247960,68.0,pop
362,362,2013,63,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),2013-05-17,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,10,0,353893,68.0,dance
363,363,2013,64,Mumford & Sons,I Will Wait,2012-09-25,0.478,0.758,-5.4,0.0331,0.00974,0.00717,0.312,0.452,131.109,1,1,276720,67.0,rock
364,364,2013,65,Flo Rida,I Cry,2012-06-22,0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,4,0,223800,67.0,pop
365,365,2013,66,Armin van Buuren,This Is What It Feels Like,2013-05-03,0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,8,1,204360,66.0,dance
366,366,2013,67,Avril Lavigne,Here's to Never Growing Up,2013-11-01,0.482,0.873,-3.145,0.0853,0.0111,0.0,0.409,0.737,165.084,0,1,214320,66.0,pop
367,367,2013,68,Michael Bublé,It's a Beautiful Day,2013-04-11,0.532,0.795,-3.979,0.0358,0.0559,0.0,0.295,0.78,143.837,1,1,199267,66.0,pop
368,368,2013,69,Ariana Grande,The Way,2013-01-01,0.645,0.878,-3.208,0.113,0.294,0.0,0.076,0.862,82.324,5,0,227027,65.0,pop
369,369,2013,70,will.i.am,#thatPOWER,2013-01-01,0.797,0.608,-6.096,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,6,0,279507,65.0,pop
370,370,2013,71,Calvin Harris,Thinking About You (feat. Ayah Marar),2012-10-29,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,0,0,247933,65.0,pop
371,371,2013,72,John Newman,Love Me Again,2013-01-01,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,2,0,239894,65.0,pop
372,372,2013,73,Drake,Started From the Bottom,2013-01-01,0.793,0.524,-7.827,0.156,0.0319,0.0,0.156,0.579,86.325,8,1,174133,65.0,hip hop
373,373,2013,74,Kodaline,High Hopes,2013-06-17,0.488,0.487,-6.371,0.0305,0.577,0.0,0.193,0.219,77.278,4,1,230267,65.0,pop
374,374,2013,75,One Direction,One Way or Another (Teenage Kicks),2013-02-17,0.489,0.867,-3.121,0.071,0.025,0.0,0.586,0.409,162.131,4,0,157293,65.0,pop
375,375,2013,76,Justin Timberlake,Suit & Tie (feat. Jay-Z),2013-03-15,0.795,0.596,-3.799,0.219,0.103,0.0,0.164,0.357,101.985,11,0,326280,65.0,pop
376,376,2013,77,"Sebastian Ingrosso, Tommy Trash, John Martin",Reload - Radio Edit,2013-01-01,0.485,0.724,-4.633,0.0521,0.0736,0.0,0.0631,0.433,128.045,9,0,221273,65.0,dance
377,377,2013,78,Jason Derulo,Talk Dirty (feat. 2 Chainz),2013-09-10,0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,6,1,177685,64.0,pop
378,378,2013,79,Eminem,Berzerk,2013-11-05,0.739,0.872,-4.059,0.333,0.0217,0.0,0.26,0.684,95.084,11,0,238746,64.0,hip hop
379,379,2013,80,Pitbull,Don't Stop the Party (feat. TJR),2012,0.722,0.958,-3.617,0.0912,0.00726,0.0,0.375,0.952,127.008,4,1,206120,64.0,pop
380,380,2013,81,Taylor Swift,Everything Has Changed,2012-10-22,0.624,0.458,-6.755,0.0287,0.36,3.89e-06,0.311,0.436,80.016,6,1,245413,64.0,pop
381,381,2013,82,Ciara,Body Party,2013-07-05,0.577,0.576,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973,2,1,234040,63.0,pop
382,382,2013,83,Ylvis,The Fox (What Does the Fox Say?),2013-09-02,0.703,0.867,-4.292,0.0453,0.107,0.0,0.119,0.546,128.008,6,1,213708,62.0,dance
383,383,2013,84,The 1975,Chocolate,2013-01-01,0.591,0.94,-4.341,0.0522,0.00391,0.0,0.383,0.676,100.043,11,1,224640,62.0,rock
384,384,2013,85,JAY-Z,Holy Grail,2013-07-04,0.676,0.534,-6.901,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,2,0,338413,62.0,hip hop
385,385,2013,86,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",Same Love (feat. Mary Lambert),2012-10-09,0.688,0.473,-9.059,0.167,0.716,4.46e-05,0.104,0.299,84.958,8,1,318525,61.0,pop
386,386,2013,87,Maroon 5,Daylight,2012-01-01,0.657,0.679,-5.511,0.0269,0.00246,0.0,0.211,0.331,120.007,2,1,225307,61.0,pop
387,387,2013,88,Chris Brown,Fine China,2014-09-16,0.654,0.731,-4.767,0.0568,0.0419,0.0,0.122,0.59,104.002,10,0,213200,61.0,pop
388,388,2013,89,Martin Garrix,Animals - Radio Edit,2016-12-16,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,1,1,176120,60.0,pop
389,389,2013,90,Wale,Bad (feat. Rihanna) - Remix,2013-06-25,0.807,0.702,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038,6,0,238827,60.0,hip hop
390,390,2013,91,Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),2012-10-29,0.665,0.886,-4.175,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,9,0,240347,60.0,pop
391,391,2013,92,Bastille,Of The Night,2013-01-01,0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.089,0.349,125.01,5,0,214206,59.0,pop
392,392,2013,93,Jason Derulo,The Other Side,2013-09-10,0.561,0.836,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923,9,1,226987,59.0,pop
393,393,2013,94,Christina Perri,human,2013-11-18,0.439,0.489,-6.286,0.0368,0.132,0.000643,0.114,0.253,143.808,8,1,250707,58.0,pop
394,394,2013,95,David Guetta,Play Hard (feat. Ne-Yo & Akon),2011-08-24,0.691,0.921,-1.702,0.0535,0.174,0.0,0.331,0.802,130.072,8,0,201000,58.0,dance
395,395,2013,96,Duke Dumont,Need U (100%) (feat. A*M*E) - Radio Edit,2013-03-29,0.67,0.848,-5.103,0.0538,0.00172,0.00168,0.385,0.457,124.031,0,0,174122,58.0,pop
396,396,2013,97,Olly Murs,Dear Darlin',2012-11-26,0.512,0.828,-4.672,0.0454,0.00627,8.73e-06,0.119,0.34,124.021,11,0,206373,58.0,pop
397,397,2013,98,Katy Perry,This Is How We Do,2013-10-18,0.69,0.636,-6.028,0.0457,0.0203,0.0,0.147,0.8,96.0,9,0,204285,57.0,pop
398,398,2013,99,Florida Georgia Line,Cruise,2012-01-01,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0,10,1,208960,57.0,contemporary country
399,399,2013,100,CHVRCHES,The Mother We Share,2013-09-20,0.45,0.677,-6.428,0.0313,0.0319,3.02e-06,0.126,0.324,174.027,1,1,191294,56.0,pop
400,400,2014,1,Pharrell Williams,"Happy - From ""Despicable Me 2""",2014-03-03,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,5,0,232720,79.0,pop
401,401,2014,2,Katy Perry,Dark Horse,2013-01-01,0.647,0.585,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934,6,1,215672,78.0,pop
402,402,2014,3,One Direction,Night Changes,2014-11-17,0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,8,1,226600,86.0,pop
403,403,2014,4,Iggy Azalea,Fancy,2014-01-01,0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,10,0,199938,66.0,hip hop
404,404,2014,5,Sam Smith,I'm Not The Only One,2014-05-26,0.677,0.485,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,5,1,239317,84.0,pop
405,405,2014,6,Sam Smith,Stay With Me,2014-05-26,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,0,1,172724,82.0,pop
406,406,2014,7,MAGIC!,Rude,2014-06-25,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,1,1,224840,79.0,pop
407,407,2014,8,Sia,Chandelier,2015-05-04,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,1,1,216120,68.0,dance
408,408,2014,9,John Legend,All of Me,2013-08-30,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,8,1,269560,83.0,singer-songwriter
409,409,2014,10,Ed Sheeran,Photograph,2014-06-21,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,1,258987,83.0,pop
410,410,2014,11,Meghan Trainor,All About That Bass,2015-01-09,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,9,1,187920,73.0,pop
411,411,2014,12,Maroon 5,Maps,2014-09-02,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,1,0,189960,82.0,pop
412,412,2014,13,Coldplay,A Sky Full of Stars,2014-05-19,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,6,1,267867,82.0,pop
413,413,2014,14,Paloma Faith,Only Love Can Hurt Like This,2014-03-10,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,8,1,232893,82.0,r&b
414,414,2014,15,One Direction,Story of My Life,2013-11-25,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,3,1,245493,81.0,pop
415,415,2014,16,Pitbull,Timber (feat. Ke$ha),2012,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,11,1,204160,80.0,pop
416,416,2014,17,Maroon 5,Sugar,2014-09-02,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,1,1,235493,80.0,pop
417,417,2014,18,Ed Sheeran,Thinking out Loud,2014-06-21,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,2,1,281560,81.0,pop
418,418,2014,19,Calvin Harris,Summer,2014-10-31,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,0,222533,79.0,pop
419,419,2014,20,MKTO,Classic,2012,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,1,1,175427,79.0,pop
420,420,2014,21,Vance Joy,Riptide,2014-09-09,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,1,1,204280,79.0,pop
421,421,2014,22,Ariana Grande,Love Me Harder,2014-08-25,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,1,0,236133,78.0,pop
422,422,2014,23,Maroon 5,Animals,2014-09-02,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,4,0,231013,79.0,pop
423,423,2014,24,One Direction,Steal My Girl,2014-11-17,0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,10,0,228133,78.0,pop
424,424,2014,25,George Ezra,Budapest,2014-06-30,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,5,1,200733,78.0,pop
425,425,2014,26,American Authors,Best Day Of My Life,2014-01-01,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,2,1,194240,77.0,pop
426,426,2014,27,Jessie J,Bang Bang,2014-10-14,0.706,0.786,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,0,0,199387,77.0,pop
427,427,2014,28,Avicii,Hey Brother,2013-01-01,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,7,0,255093,76.0,pop
428,428,2014,29,Rixton,Me And My Broken Heart,2014-01-01,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084,5,0,193733,76.0,pop
429,429,2014,30,OneRepublic,Counting Stars,2014-01-01,0.664,0.705,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,1,0,257840,76.0,rock
430,430,2014,31,"Mr. Probz, Robin Schulz",Waves - Robin Schulz Radio Edit,2014-02-07,0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,0.45,119.994,5,0,208133,75.0,hip hop
431,431,2014,32,Ariana Grande,Break Free,2014-08-25,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,7,0,214840,75.0,pop
432,432,2014,33,Calvin Harris,Blame (feat. John Newman),2014-10-31,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,0,0,212960,75.0,pop
433,433,2014,34,Nico & Vinz,Am I Wrong,2014,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,8,1,245867,75.0,hip hop
434,434,2014,35,Lorde,Team,2013-09-27,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961,6,1,193059,75.0,pop
435,435,2014,36,ScHoolboy Q,Collard Greens,2014-01-01,0.825,0.575,-4.87,0.0633,0.025,9.94e-06,0.205,0.65,153.954,11,1,299960,75.0,hip hop
436,436,2014,37,Becky G,Shower,2014-04-23,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,2,1,206167,74.0,pop
437,437,2014,38,Various Artists,"Let It Go - From ""Frozen""/Soundtrack Version",2013-01-01,0.543,0.485,-6.85,0.0305,0.558,0.0,0.12,0.371,136.961,8,1,223840,74.0,pop
438,438,2014,39,Ariana Grande,Problem,2014-08-25,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.008,1,0,193920,74.0,pop
439,439,2014,40,Labrinth,Jealous,2014-11-23,0.439,0.153,-8.95,0.0479,0.874,0.0,0.107,0.104,116.76,1,1,287693,74.0,pop
440,440,2014,41,Alex & Sierra,Little Do You Know,2014-10-06,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,0,1,185200,73.0,singer-songwriter
441,441,2014,42,Taylor Swift,Shake It Off,2014-10-27,0.647,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.015,7,1,219200,72.0,pop
442,442,2014,43,Calvin Harris,Under Control (feat. Hurts),2014-10-31,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,8,1,184280,72.0,pop
443,443,2014,44,Chris Brown,Loyal (feat. Lil Wayne & Tyga),2014-09-16,0.841,0.522,-5.963,0.049,0.0168,1.37e-06,0.188,0.616,99.059,10,0,264947,72.0,pop
444,444,2014,45,Echosmith,Cool Kids,2013-10-04,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,8,1,237627,72.0,pop
445,445,2014,46,The Script,Superheroes,2014-09-15,0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,3,1,245467,72.0,rock
446,446,2014,47,"Lilly Wood and The Prick, Robin Schulz",Prayer in C - Robin Schulz Radio Edit,2014-05-16,0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,9,0,189413,72.0,pop
447,447,2014,48,Milky Chance,Stolen Dance,2014-06-20,0.885,0.581,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,11,1,313684,72.0,pop
448,448,2014,49,Paramore,Ain't It Fun,2013-04-05,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,9,1,296520,72.0,pop
449,449,2014,50,Jeremih,Don't Tell 'Em,2015-12-04,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,0.386,98.052,2,1,266840,71.0,hip hop
450,450,2014,51,A Great Big World,Say Something,2014-01-20,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,2,1,229400,71.0,singer-songwriter
451,451,2014,52,Coldplay,Magic,2014-05-19,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,6,0,285014,71.0,pop
452,452,2014,53,Beyoncé,Drunk in Love (feat. Jay-Z),2014-11-24,0.583,0.621,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,5,0,323480,71.0,pop
453,453,2014,54,Tove Lo,Habits (Stay High),2014-01-01,0.729,0.65,-3.539,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,5,1,209160,71.0,pop
454,454,2014,55,Route 94,My Love (feat. Jess Glynne),2014-02-28,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,8,1,259934,71.0,dance
455,455,2014,56,Tinashe,2 On (feat. ScHoolboy Q),2014-10-01,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013,9,1,227000,71.0,r&b
456,456,2014,57,Clean Bandit,Rather Be (feat. Jess Glynne),2014-01-17,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,11,1,227833,71.0,pop
457,457,2014,58,Ed Sheeran,Don't,2014-06-21,0.806,0.608,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,1,1,219840,70.0,pop
458,458,2014,59,Bobby Shmurda,Hot N*gga,2014-07-25,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,9,1,194561,70.0,hip hop
459,459,2014,60,5 Seconds of Summer,She Looks So Perfect,2014-06-27,0.494,0.951,-4.237,0.132,0.000569,0.0,0.327,0.441,160.025,9,1,202496,70.0,pop
460,460,2014,61,Ellie Goulding,Burn,2012-10-12,0.555,0.772,-5.007,0.0523,0.315,0.0,0.105,0.346,86.921,1,1,231213,69.0,pop
461,461,2014,62,ScHoolboy Q,Man Of The Year,2014-01-01,0.749,0.865,-5.228,0.0413,0.00536,0.0,0.198,0.371,111.914,3,1,216013,69.0,hip hop
462,462,2014,63,Disclosure,Latch,2013-06-03,0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,1,1,255867,69.0,dance
463,463,2014,64,"DJ Snake, Lil Jon",Turn Down for What,2013-12-18,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,1,0,213733,69.0,pop
464,464,2014,65,Chris Brown,New Flame (feat. Usher & Rick Ross),2014-09-16,0.702,0.629,-4.292,0.041,0.0506,0.0,0.0963,0.446,141.967,1,1,244227,68.0,pop
465,465,2014,66,Kid Ink,Show Me (feat. Chris Brown),2014-01-06,0.711,0.508,-7.299,0.0502,0.0355,0.0,0.141,0.663,98.098,7,1,217800,68.0,pop
466,466,2014,67,George Ezra,Blame It on Me,2014-06-30,0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,0.421,103.882,3,1,196400,67.0,pop
467,467,2014,68,Ed Sheeran,Sing,2014-06-21,0.818,0.67,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,8,0,235382,68.0,pop
468,468,2014,69,Olly Murs,Up (feat. Demi Lovato),2014-11-24,0.692,0.831,-5.389,0.034,0.0146,0.0,0.103,0.676,114.972,9,1,224294,67.0,pop
469,469,2014,70,Enrique Iglesias,Bailando - Spanish Version,2014-01-01,0.723,0.777,-3.503,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,7,1,243413,67.0,latin
470,470,2014,71,"Oliver Heldens, Becky Hill",Gecko (Overdrive) - Radio Edit,2014-06-03,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,0,1,165441,66.0,pop
471,471,2014,72,"DJ Snake, AlunaGeorge",You Know You Like It,2014-10-14,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,5,0,247267,67.0,pop
472,472,2014,73,Natalie La Rose,Somebody,2014-01-06,0.83,0.52,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,0,1,189907,65.0,r&b
