,entry,top year,ranking,artist,track,release year,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity,top genre
156,156,2011,57,Beyoncé,Best Thing I Never Had,2011-06-24,0.546,0.649,-4.056,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,6,1,253747,67.0,pop
157,157,2011,58,Katy Perry,E.T.,2012-03-12,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684,1,1,229573,67.0,pop
158,158,2011,59,"Snoop Dogg, David Guetta",Sweat - Remix,2011-01-01,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,7,1,195987,67.0,hip hop
159,159,2011,60,Bad Meets Evil,Lighters,2011-01-01,0.676,0.695,-8.327,0.245,0.352,0.0,0.119,0.144,90.268,0,1,303813,67.0,hip hop
160,160,2011,61,Usher,More - RedOne Jimmy Joker Remix,2010-11-22,0.551,0.893,-2.628,0.0543,0.00166,0.0,0.348,0.794,125.083,7,1,219987,67.0,hip hop
161,161,2011,62,P!nk,F**kin' Perfect,2010-11-12,0.565,0.646,-4.749,0.0335,0.0412,0.0,0.362,0.481,91.973,7,1,213413,67.0,pop
162,162,2011,63,Kesha,Blow,2010-11-19,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,11,0,219973,67.0,pop
163,163,2011,64,Far East Movement,Rocketeer,2010-01-01,0.664,0.845,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005,4,0,211253,66.0,hip hop
164,164,2011,65,The Band Perry,If I Die Young,2010-01-01,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,4,1,222773,66.0,contemporary country
165,165,2011,66,Britney Spears,I Wanna Go,2011-03-28,0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,5,1,210267,66.0,pop
166,166,2011,67,Nickelback,When We Stand Together,2011-11-14,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,10,0,190787,65.0,rock
167,167,2011,68,Lil Wayne,How To Love,2011-08-29,0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,11,1,240307,65.0,hip hop
168,168,2011,69,Swedish House Mafia,Save The World,2011-05-13,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879,0,1,213338,65.0,pop
169,169,2011,70,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2011-08-24,0.664,0.872,-3.117,0.0396,0.0306,0.0,0.228,0.555,129.873,3,1,210093,64.0,dance
170,170,2011,71,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2011-08-29,0.683,0.734,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,4,0,282400,64.0,rock
171,171,2011,72,Britney Spears,Till the World Ends,2011-03-28,0.693,0.705,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,8,1,237947,63.0,pop
172,172,2011,73,Keri Hilson,Pretty Girl Rock,2010-01-01,0.666,0.87,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014,11,0,243920,63.0,pop
173,173,2011,74,Alexandra Stan,Mr. Saxobeat,2011-10-25,0.72,0.925,-4.165,0.0511,0.0276,0.000238,0.14,0.781,127.004,4,0,195105,63.0,pop
174,174,2011,75,James Morrison,I Won't Let You Go,2011-01-01,0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955,0,1,229303,63.0,pop
175,175,2011,76,Lady Gaga,The Edge Of Glory,2011-01-01,0.581,0.772,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,9,1,320587,63.0,pop
176,176,2011,77,David Guetta,Without You (feat. Usher),2011-08-24,0.608,0.614,-3.727,0.0285,0.227,3.82e-06,0.157,0.402,127.885,2,1,208133,63.0,dance
177,177,2011,78,Enrique Iglesias,Tonight (I'm Fuckin' You),2010,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,0,0,232213,62.0,latin
178,178,2011,79,LMFAO,Sexy And I Know It,2011-01-01,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,7,1,199480,62.0,pop
179,179,2011,80,Lady A,Just A Kiss,2011-09-13,0.593,0.639,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881,1,1,218840,62.0,contemporary country
180,180,2011,81,Kelly Rowland,Motivation,2011-01-01,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,9,0,230560,62.0,hip hop
181,181,2011,82,Florence + The Machine,Shake It Out,2011-01-01,0.527,0.804,-4.168,0.0358,0.0104,0.0,0.105,0.221,107.486,10,1,277720,62.0,pop
182,182,2011,83,Blake Shelton,Honey Bee,2011-07-11,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4,1,210720,61.0,contemporary country
183,183,2011,84,Jessie J,Price Tag,2011-01-01,0.638,0.831,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,5,1,223053,61.0,pop
184,184,2011,85,Jason Derulo,Don't Wanna Go Home,2011-09-16,0.671,0.808,-4.861,0.0652,0.02,0.0,0.134,0.637,121.956,2,0,206080,61.0,pop
185,185,2011,86,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,2012-10-29,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,2,0,222187,61.0,pop
186,186,2011,87,Lykke Li,I Follow Rivers - The Magician Remix,2021-07-16,0.785,0.7,-5.81,0.0406,0.0179,0.00251,0.0823,0.296,122.031,9,0,279636,61.0,pop
187,187,2011,88,Example,Changed the Way You Kiss Me - Radio Edit,2011-09-04,0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,4,0,195467,61.0,pop
188,188,2011,89,Wiz Khalifa,Roll Up,2011-03-29,0.523,0.805,-5.473,0.192,0.0524,0.0,0.0914,0.602,125.358,3,1,227773,61.0,pop
189,189,2011,90,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2011-11-28,0.843,0.881,-3.951,0.0581,0.14,0.0,0.0765,0.876,110.621,9,1,202267,59.0,pop
190,190,2011,91,Chase & Status,Blind Faith,2011-01-01,0.45,0.846,-4.712,0.0472,0.00523,0.0,0.228,0.402,140.042,9,0,233667,59.0,dance
191,191,2011,92,Charlene Soraia,Wherever You Will Go,2011-10-03,0.597,0.115,-9.217,0.0334,0.82,0.000215,0.111,0.128,111.202,9,1,197577,59.0,singer-songwriter
192,192,2011,93,Labrinth,Earthquake (feat. Tinie Tempah),2012-04-02,0.54,0.856,-3.966,0.1,0.109,0.0,0.276,0.258,153.071,0,0,274600,59.0,pop
193,193,2011,94,Mac Miller,Donald Trump,2011-05-17,0.636,0.901,-7.094,0.118,0.119,0.0,0.391,0.836,162.994,1,0,165908,58.0,hip hop
194,194,2011,95,Rizzle Kicks,Down With The Trumpets,2011-01-01,0.753,0.88,-4.689,0.0806,0.087,0.0,0.24,0.794,115.057,4,0,186851,57.0,pop
195,195,2011,96,Bon Iver,Holocene,2011-06-21,0.374,0.304,-14.52,0.0302,0.943,0.298,0.126,0.147,147.969,1,1,336613,56.0,indie
196,196,2011,97,David Guetta,Who's That Chick? (feat. Rihanna),2010-12-06,0.675,0.601,-4.733,0.116,0.00372,0.0,0.0458,0.931,127.938,11,0,201040,56.0,dance
197,197,2011,98,Nicole Scherzinger,Don't Hold Your Breath,2011-01-01,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,5,0,197440,55.0,pop
198,198,2011,99,Noah And The Whale,L.I.F.E.G.O.E.S.O.N.,2011-01-01,0.603,0.745,-5.79,0.0368,0.207,0.0,0.348,0.606,81.981,4,1,228000,55.0,indie
199,199,2011,100,Various Artists,Beautiful People,2019-04-11,0.415,0.775,-6.366,0.161,0.0658,0.00431,0.0843,0.536,127.898,5,0,225881,54.0,pop
200,200,2012,1,Bruno Mars,Locked out of Heaven,2012-12-07,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,5,1,233478,85.0,pop
201,201,2012,2,Carly Rae Jepsen,Call Me Maybe,2012-01-01,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,7,1,193400,71.0,pop
202,202,2012,3,fun.,We Are Young (feat. Janelle Monáe),2012-02-21,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,10,1,250627,72.0,pop
203,203,2012,4,Rihanna,Diamonds,2012-01-01,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,11,0,225147,75.0,pop
204,204,2012,5,"JAY-Z, Kanye West",Ni**as In Paris,2011-08-08,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,1,1,219333,82.0,hip hop
205,205,2012,6,One Direction,What Makes You Beautiful,2012-05-25,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,4,1,199987,82.0,pop
206,206,2012,7,Frank Ocean,Lost,2012-07-10,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,8,1,234093,82.0,hip hop
207,207,2012,8,Coldplay,Paradise,2011-10-24,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,5,1,278719,82.0,pop
208,208,2012,9,Swedish House Mafia,Don't You Worry Child - Radio Edit,2012-09-14,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,11,0,212862,80.0,pop
209,209,2012,10,Avicii,We Found Love,2011-11-19,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,1,1,215227,79.0,pop
210,210,2012,11,Calvin Harris,Levels - Radio Edit,2011-10-28,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,1,0,199907,78.0,pop
211,211,2012,12,Christina Perri,Feel So Close - Radio Edit,2012-10-29,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,7,1,206413,78.0,pop
212,212,2012,13,Rihanna,A Thousand Years,2011-10-18,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,10,1,285120,78.0,pop
213,213,2012,14,Neon Trees,Everybody Talks,2012-01-01,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,8,1,177280,77.0,pop
214,214,2012,15,P!nk,Thinkin Bout You,2012-07-10,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,0,1,200747,76.0,hip hop
215,215,2012,16,Adele,Try,2012-09-18,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,2,1,247907,76.0,pop
216,216,2012,17,Frank Ocean,Skyfall,2012-10-04,0.346,0.552,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881,0,0,286480,76.0,r&b
217,217,2012,18,Flo Rida,Wild Ones (feat. Sia),2012-06-22,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,5,0,232947,76.0,pop
218,218,2012,19,Taylor Swift,I Knew You Were Trouble.,2012-10-22,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,3,0,219720,76.0,pop
219,219,2012,20,Train,Drive By,2012-04-17,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,1,0,195973,76.0,pop
220,220,2012,21,Kesha,Die Young,2012-11-30,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,1,0,211920,76.0,pop
221,221,2012,22,Alicia Keys,Girl on Fire,2012-11-18,0.482,0.706,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,9,1,224920,76.0,pop
222,222,2012,23,Owl City,Good Time,2012-01-01,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,3,1,205933,75.0,indie
223,223,2012,24,"Snoop Dogg, Wiz Khalifa","Young, Wild & Free (feat. Bruno Mars)",2011-10-11,0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,0,1,207333,75.0,hip hop
224,224,2012,25,Drake,Take Care,2011-11-15,0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,0,0,277387,75.0,hip hop
225,225,2012,26,James Arthur,Impossible,2013-11-04,0.376,0.695,-4.782,0.0933,0.135,0.0,0.11,0.302,169.533,0,0,209440,75.0,pop
226,226,2012,27,Linkin Park,BURN IT DOWN,2012-06-20,0.585,0.972,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,9,0,230253,74.0,rock
227,227,2012,28,Flo Rida,Whistle,2012-06-22,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,0,1,224653,76.0,pop
228,228,2012,29,Rihanna,Where Have You Been,2011-11-19,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,0,0,242680,74.0,pop
229,229,2012,30,Pitbull,International Love (feat. Chris Brown),2011-06-17,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,0,0,227280,74.0,pop
230,230,2012,31,Gotye,Somebody That I Used To Know,2011-01-01,0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,0,1,244973,74.0,pop
231,231,2012,32,Taylor Swift,We Are Never Ever Getting Back Together,2012-10-22,0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,7,1,193147,74.0,pop
232,232,2012,33,The Lumineers,Ho Hey,2012-04-03,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,0,1,163133,73.0,pop
233,233,2012,34,One Direction,Little Things,2012-11-12,0.709,0.22,-11.856,0.0327,0.811,0.0,0.175,0.53,110.076,7,1,219040,73.0,pop
234,234,2012,35,Olly Murs,Troublemaker (feat. Flo Rida),2012-11-26,0.762,0.863,-3.689,0.0561,0.015,0.0,0.125,0.965,106.012,0,0,185587,73.0,pop
235,235,2012,36,Drake,Good Feeling,2012-06-22,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,1,0,248133,75.0,pop
236,236,2012,37,Flo Rida,The Motto,2011-11-15,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,1,1,181573,73.0,hip hop
237,237,2012,38,Katy Perry,Part Of Me,2012-03-12,0.678,0.918,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028,5,1,216160,72.0,pop
238,238,2012,39,Nicki Minaj,Live While We're Young,2012-11-12,0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,2,1,200213,73.0,pop
239,239,2012,40,Phillip Phillips,Starships,2011-01-01,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,11,0,210627,72.0,pop
240,240,2012,41,PSY,Gangnam Style (강남스타일),2012-01-01,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,11,0,219493,72.0,pop
241,241,2012,42,MARINA,"Gone, Gone, Gone",2012-01-01,0.664,0.642,-5.961,0.038,0.129,0.0,0.114,0.501,118.002,6,1,209693,72.0,pop
242,242,2012,43,alt-J,Primadonna,2012-04-30,0.66,0.689,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,4,0,221075,71.0,pop
243,243,2012,44,One Direction,Breezeblocks,2012-09-18,0.615,0.658,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093,5,1,227080,70.0,rock
244,244,2012,45,Katy Perry,Payphone,2012-01-01,0.739,0.756,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028,4,1,231387,70.0,pop
245,245,2012,46,Maroon 5,The One That Got Away,2012-03-12,0.687,0.792,-4.023,0.0353,0.000802,0.0,0.2,0.864,133.962,1,0,227333,72.0,pop
246,246,2012,47,Kanye West,Mercy,2012-01-01,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993,6,0,329320,70.0,hip hop
247,247,2012,48,Phillip Phillips,Princess of China,2011-10-24,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014,9,0,239216,69.0,pop
248,248,2012,49,Coldplay,Give Your Heart a Break,2011-01-01,0.651,0.695,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008,6,1,205347,69.0,pop
249,249,2012,50,Demi Lovato,One More Night,2012-01-01,0.718,0.82,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,5,0,219467,69.0,pop
250,250,2012,51,Disclosure,Home,2012-01-01,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,0,1,210173,70.0,pop
251,251,2012,52,Kendrick Lamar,Latch,2013-06-03,0.729,0.735,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,1,1,255867,69.0,dance
252,252,2012,53,Azealia Banks,Swimming Pools (Drank) - Extended Version,2012,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,1,1,313787,69.0,hip hop
253,253,2012,54,Skrillex,212,2014-11-07,0.846,0.772,-5.735,0.259,0.0123,0.000106,0.0769,0.622,125.998,11,0,204957,69.0,r&b
254,254,2012,55,Icona Pop,I Love It (feat. Charli XCX),2013-08-27,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,8,1,157153,68.0,pop
255,255,2012,56,Maroon 5,Bangarang (feat. Sirah),2011-12-27,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026,7,1,215253,68.0,dance
256,256,2012,57,MARINA,How to Be a Heartbreaker,2012-04-30,0.69,0.897,-4.696,0.0506,0.0142,0.0,0.108,0.849,140.05,11,0,221493,68.0,pop
257,257,2012,58,Jason Mraz,Titanium (feat. Sia),2011-08-24,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,0,0,245040,68.0,dance
258,258,2012,59,David Guetta,I Won't Give Up,2012-04-13,0.483,0.303,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,4,1,240166,68.0,pop
259,259,2012,60,fun.,Some Nights,2012-02-21,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,0,1,277040,68.0,pop
260,260,2012,61,Miguel,Adorn,2012-09-28,0.625,0.576,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063,11,0,193147,68.0,pop
261,261,2012,62,Katy Perry,Wide Awake,2012-03-12,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,5,1,220947,67.0,pop
262,262,2012,63,The Script,Hall of Fame (feat. will.i.am),2012-09-10,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,10,1,202533,67.0,rock
263,263,2012,64,Various Artists,It Will Rain,2011-11-04,0.576,0.835,-6.826,0.0486,0.337,0.0,0.082,0.476,150.017,2,1,257720,67.0,pop
264,264,2012,65,Labrinth,Beneath Your Beautiful (feat. Emeli Sandé),2012-04-02,0.561,0.522,-5.857,0.0318,0.227,0.0,0.104,0.238,83.962,2,1,271813,67.0,pop
265,265,2012,66,Kendrick Lamar,m.A.A.d city,2012,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,2,1,350120,67.0,hip hop
266,266,2012,67,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2012-01-01,0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,5,1,251627,67.0,pop
267,267,2012,68,The Wanted,On Top Of The World,2012-09-04,0.635,0.926,-5.589,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,0,1,189840,67.0,rock
268,268,2012,69,Of Monsters and Men,Chasing The Sun,2012-01-01,0.637,0.732,-6.209,0.0965,0.244,0.0,0.498,0.68,128.108,7,0,198800,67.0,pop
269,269,2012,70,Imagine Dragons,Dirty Paws,2012-01-01,0.359,0.649,-7.06,0.0349,0.107,0.0124,0.0555,0.133,111.709,3,1,278373,67.0,pop
270,270,2012,71,Justin Bieber,As Long As You Love Me,2012-06-15,0.571,0.873,-3.382,0.1,0.0811,0.0,0.361,0.613,139.691,0,0,229467,67.0,pop
271,271,2012,72,Muse,Madness,2012-09-24,0.502,0.417,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,10,1,281040,66.0,rock
272,272,2012,73,Robbie Williams,Candy,2012-11-05,0.715,0.791,-6.63,0.0414,0.0368,0.0,0.0694,0.879,116.043,10,1,201053,66.0,rock
273,273,2012,74,Lupe Fiasco,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,2012-08-03,0.826,0.668,-6.329,0.0571,0.223,6.92e-05,0.167,0.534,118.99,3,0,215187,66.0,pop
274,274,2012,75,Train,Battle Scars (with Guy Sebastian),2012-09-25,0.517,0.811,-4.526,0.286,0.186,0.0,0.105,0.494,168.269,5,0,250320,66.0,hip hop
275,275,2012,76,Adele,50 Ways to Say Goodbye,2012-04-17,0.591,0.935,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043,6,1,247947,66.0,pop
276,276,2012,77,"Asaf Avidan, The Mojos, Wankelmut",Rumour Has It,2011-01-24,0.612,0.749,-5.014,0.0446,0.615,0.0,0.167,0.574,120.052,0,1,223267,66.0,r&b
277,277,2012,78,P!nk,Blow Me (One Last Kiss),2012-09-18,0.597,0.919,-2.954,0.0439,0.000145,0.0,0.282,0.729,113.991,7,1,255587,66.0,pop
278,278,2012,79,Grimes,Oblivion,2012-02-21,0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,2,1,251267,65.0,pop
279,279,2012,80,Lana Del Rey,Video Games,2012-01-01,0.39,0.252,-9.666,0.0298,0.808,0.0,0.0887,0.181,122.053,6,0,281947,65.0,pop
280,280,2012,81,Otto Knows,Million Voices - Radio Edit,2012-01-01,0.582,0.894,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946,8,1,192867,65.0,pop
281,281,2012,82,Little Mix,Wings,2012-11-19,0.742,0.878,-3.127,0.128,0.000758,8.88e-05,0.286,0.564,114.965,9,0,221720,65.0,pop
282,282,2012,83,Gavin DeGraw,Scream,2012-06-12,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992,7,0,234693,65.0,hip hop
283,283,2012,84,Usher,Not Over You,2011-09-16,0.63,0.894,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,10,1,218520,65.0,singer-songwriter
284,284,2012,85,Passion Pit,Take a Walk,2012-07-23,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006,11,1,264493,65.0,dance
285,285,2012,86,Kelly Clarkson,Stronger (What Doesn't Kill You),2011-10-24,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,0,1,221947,65.0,pop
286,286,2012,87,Imagine Dragons,It's Time,2012-09-04,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.145,0.86,105.009,2,1,237987,65.0,rock
287,287,2012,88,Lana Del Rey,Ride,2012-01-01,0.373,0.686,-5.52,0.034,0.128,1.96e-06,0.383,0.189,93.763,0,1,289080,65.0,pop
288,288,2012,89,Calvin Harris,Let's Go (feat. Ne-Yo),2012-10-29,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,4,0,232800,64.0,pop
289,289,2012,90,Jessie J,Domino,2011-01-01,0.757,0.547,-4.573,0.0355,0.0115,0.0,0.0445,0.793,126.977,7,1,231693,64.0,pop
290,290,2012,91,Jennifer Lopez,Dance Again (feat. Pitbull),2012-07-24,0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,11,0,237267,64.0,pop
291,291,2012,92,Chris Brown,Silhouettes - Original Radio Edit,2012-04-27,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,5,0,211880,63.0,pop
292,292,2012,93,Avicii,Turn Up the Music,2012-07-03,0.594,0.841,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,1,1,227973,63.0,pop
293,293,2012,94,Ellie Goulding,Lights - Single Version,2010-01-01,0.682,0.795,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,8,0,210853,63.0,pop
294,294,2012,95,Carrie Underwood,Blown Away,2012-05-01,0.531,0.843,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,9,0,240133,63.0,contemporary country
295,295,2012,96,Michel Teló,Ai Se Eu Te Pego - Ao Vivo,2011-08-21,0.65,0.947,-5.326,0.0717,0.222,0.0,0.979,0.694,96.035,11,1,170493,63.0,latin
296,296,2012,97,Nicki Minaj,Pound The Alarm,2012-01-01,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,9,1,205640,62.0,pop
297,297,2012,98,LMFAO,Sexy And I Know It,2011-01-01,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,7,1,199480,62.0,pop
298,298,2012,99,Chris Brown,Don't Wake Me Up,2012-07-03,0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967,7,0,222307,63.0,pop
299,299,2012,100,Cher Lloyd,Want U Back,2012-10-02,0.694,0.891,-2.94,0.0949,0.0562,0.0,0.561,0.563,97.939,9,1,214573,62.0,pop
300,300,2013,1,Justin Timberlake,Mirrors,2013-03-15,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,5,0,484147,76.0,pop
301,301,2013,2,Robin Thicke,Blurred Lines,2013-01-01,0.861,0.504,-7.707,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,7,1,263053,55.0,r&b
302,302,2013,3,Imagine Dragons,Radioactive,2012-09-04,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,9,1,186813,71.0,rock
303,303,2013,4,Avicii,Wake Me Up,2013-01-01,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,2,1,247427,84.0,pop
304,304,2013,5,Bruno Mars,Locked out of Heaven,2012-12-07,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,5,1,233478,85.0,pop
305,305,2013,6,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis",Thrift Shop (feat. Wanz),2012-10-09,0.781,0.526,-6.986,0.293,0.0633,0.0,0.0457,0.665,94.993,6,0,235613,76.0,pop
306,306,2013,7,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2013-04-19,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,6,0,248413,80.0,dance
307,307,2013,8,Tom Odell,Another Love,2013-06-24,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,0,244360,90.0,pop
308,308,2013,9,The Neighbourhood,Sweater Weather,2013-04-19,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,10,1,240400,89.0,rock
309,309,2013,10,Arctic Monkeys,Do I Wanna Know?,2013-09-09,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,5,1,272394,86.0,rock
310,310,2013,11,Bruno Mars,When I Was Your Man,2012-12-07,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,0,1,213827,87.0,pop
311,311,2013,12,Capital Cities,Safe And Sound,2013,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,0,1,192790,81.0,pop
312,312,2013,13,Miley Cyrus,Wrecking Ball,2013-10-04,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,5,1,221360,80.0,pop
313,313,2013,14,P!nk,Just Give Me a Reason (feat. Nate Ruess),2012-09-18,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,2,1,242733,80.0,pop
314,314,2013,15,Arctic Monkeys,Why'd You Only Call Me When You're High?,2013-09-09,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,2,1,161124,85.0,rock
